starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 05 18:10:38 2023	1699197038	0	261	261	261
Sun Nov 05 18:10:38 2023	1699197038	0	262	262	261
Sun Nov 05 18:10:38 2023	1699197038	1	262	263	262
Sun Nov 05 18:10:38 2023	1699197038	1	263	263	263
Sun Nov 05 18:10:38 2023	1699197038	1	265	266	265
Sun Nov 05 18:10:38 2023	1699197038	0	269	269	269
Sun Nov 05 18:10:39 2023	1699197039	0	269	269	268
Sun Nov 05 18:10:40 2023	1699197040	0	271	271	270
Sun Nov 05 18:10:39 2023	1699197039	0	274	274	274
Sun Nov 05 18:10:39 2023	1699197039	0	279	279	278
Sun Nov 05 18:10:38 2023	1699197038	0	283	283	282
Sun Nov 05 18:10:38 2023	1699197038	0	284	284	283
Sun Nov 05 18:10:38 2023	1699197038	0	285	285	284
Sun Nov 05 18:10:38 2023	1699197038	0	287	287	287
Sun Nov 05 18:10:38 2023	1699197038	0	288	288	287
Sun Nov 05 18:10:38 2023	1699197038	0	288	288	287
Sun Nov 05 18:10:38 2023	1699197038	0	288	288	288
Sun Nov 05 18:10:38 2023	1699197038	0	289	289	288
Sun Nov 05 18:10:38 2023	1699197038	0	289	289	289
Sun Nov 05 18:10:39 2023	1699197039	0	290	290	290
Sun Nov 05 18:10:39 2023	1699197039	0	291	291	290
Sun Nov 05 18:10:39 2023	1699197039	0	294	294	294
Sun Nov 05 18:10:40 2023	1699197040	0	294	294	293
Sun Nov 05 18:10:38 2023	1699197038	0	298	298	297
Sun Nov 05 18:10:39 2023	1699197039	0	299	299	298
Sun Nov 05 18:10:38 2023	1699197038	0	299	299	298
Sun Nov 05 18:10:39 2023	1699197039	0	300	300	300
Sun Nov 05 18:10:38 2023	1699197038	0	301	301	300
Sun Nov 05 18:10:39 2023	1699197039	1	300	301	300
Sun Nov 05 18:10:39 2023	1699197039	0	301	301	300
Sun Nov 05 18:10:39 2023	1699197039	0	301	301	301
Sun Nov 05 18:10:39 2023	1699197039	0	301	301	301
Sun Nov 05 18:10:39 2023	1699197039	0	302	302	302
Sun Nov 05 18:10:39 2023	1699197039	0	302	302	302
Sun Nov 05 18:10:39 2023	1699197039	0	302	302	301
Sun Nov 05 18:10:39 2023	1699197039	0	303	303	302
Sun Nov 05 18:10:39 2023	1699197039	1	302	303	301
Sun Nov 05 18:10:39 2023	1699197039	0	304	304	303
Sun Nov 05 18:10:39 2023	1699197039	0	304	304	303
Sun Nov 05 18:10:38 2023	1699197038	0	304	304	304
Sun Nov 05 18:10:39 2023	1699197039	0	305	305	303
Sun Nov 05 18:10:38 2023	1699197038	0	305	305	304
Sun Nov 05 18:10:38 2023	1699197038	0	307	307	306
Sun Nov 05 18:10:39 2023	1699197039	0	307	307	306
Sun Nov 05 18:10:38 2023	1699197038	0	308	308	307
Sun Nov 05 18:10:39 2023	1699197039	0	308	308	307
Sun Nov 05 18:10:39 2023	1699197039	1	308	309	308
Sun Nov 05 18:10:38 2023	1699197038	0	309	309	309
Sun Nov 05 18:10:39 2023	1699197039	0	310	310	309
Sun Nov 05 18:10:38 2023	1699197038	0	310	310	309
Sun Nov 05 18:10:39 2023	1699197039	0	310	310	310
Sun Nov 05 18:10:39 2023	1699197039	0	310	310	310
Sun Nov 05 18:10:39 2023	1699197039	0	310	310	310
Sun Nov 05 18:10:39 2023	1699197039	0	310	310	309
Sun Nov 05 18:10:39 2023	1699197039	1	310	311	309
Sun Nov 05 18:10:39 2023	1699197039	0	311	311	311
Sun Nov 05 18:10:39 2023	1699197039	1	310	311	310
Sun Nov 05 18:10:38 2023	1699197038	1	311	312	311
Sun Nov 05 18:10:39 2023	1699197039	1	312	313	312
Sun Nov 05 18:10:39 2023	1699197039	0	313	313	312
Sun Nov 05 18:10:39 2023	1699197039	0	314	314	314
Sun Nov 05 18:10:39 2023	1699197039	0	315	315	315
Sun Nov 05 18:10:39 2023	1699197039	0	315	315	315
Sun Nov 05 18:10:39 2023	1699197039	0	316	316	316
Sun Nov 05 18:10:39 2023	1699197039	1	316	317	315
Sun Nov 05 18:10:39 2023	1699197039	0	317	317	317
Sun Nov 05 18:10:39 2023	1699197039	0	317	317	316
Sun Nov 05 18:10:39 2023	1699197039	0	317	317	317
Sun Nov 05 18:10:39 2023	1699197039	0	317	317	312
Sun Nov 05 18:10:39 2023	1699197039	0	318	318	318
Sun Nov 05 18:10:39 2023	1699197039	0	319	319	318
Sun Nov 05 18:10:39 2023	1699197039	0	320	320	319
Sun Nov 05 18:10:39 2023	1699197039	0	320	320	319
Sun Nov 05 18:10:38 2023	1699197038	0	320	320	320
Sun Nov 05 18:10:38 2023	1699197038	0	321	321	320
Sun Nov 05 18:10:39 2023	1699197039	0	321	321	321
Sun Nov 05 18:10:38 2023	1699197038	0	322	322	321
Sun Nov 05 18:10:39 2023	1699197039	0	322	322	322
Sun Nov 05 18:10:38 2023	1699197038	0	323	323	322
Sun Nov 05 18:10:39 2023	1699197039	0	323	323	323
Sun Nov 05 18:10:39 2023	1699197039	0	323	323	323
Sun Nov 05 18:10:38 2023	1699197038	1	323	324	322
Sun Nov 05 18:10:39 2023	1699197039	0	324	324	323
Sun Nov 05 18:10:39 2023	1699197039	0	324	324	323
Sun Nov 05 18:10:39 2023	1699197039	0	324	324	323
Sun Nov 05 18:10:38 2023	1699197038	0	325	325	325
Sun Nov 05 18:10:39 2023	1699197039	0	325	325	325
Sun Nov 05 18:10:39 2023	1699197039	0	325	325	324
Sun Nov 05 18:10:39 2023	1699197039	0	325	325	325
Sun Nov 05 18:10:39 2023	1699197039	0	327	328	326
Sun Nov 05 18:10:39 2023	1699197039	0	328	328	327
Sun Nov 05 18:10:39 2023	1699197039	0	329	329	328
Sun Nov 05 18:10:39 2023	1699197039	0	329	329	329
Sun Nov 05 18:10:39 2023	1699197039	0	330	330	329
Sun Nov 05 18:10:39 2023	1699197039	0	330	330	330
Sun Nov 05 18:10:38 2023	1699197038	1	330	331	329
Sun Nov 05 18:10:39 2023	1699197039	0	331	331	330
Sun Nov 05 18:10:39 2023	1699197039	0	331	331	330
Sun Nov 05 18:10:39 2023	1699197039	0	332	332	332
Sun Nov 05 18:10:39 2023	1699197039	0	335	335	335
Sun Nov 05 18:10:39 2023	1699197039	0	335	335	334
Sun Nov 05 18:10:39 2023	1699197039	0	335	335	335
Sun Nov 05 18:10:39 2023	1699197039	0	335	335	333
Sun Nov 05 18:10:38 2023	1699197038	0	335	335	335
Sun Nov 05 18:10:38 2023	1699197038	0	335	335	335
Sun Nov 05 18:10:39 2023	1699197039	0	335	335	335
Sun Nov 05 18:10:39 2023	1699197039	0	336	336	335
Sun Nov 05 18:10:39 2023	1699197039	1	335	336	335
Sun Nov 05 18:10:39 2023	1699197039	0	336	336	336
Sun Nov 05 18:10:39 2023	1699197039	0	336	336	336
Sun Nov 05 18:10:38 2023	1699197038	0	337	337	337
Sun Nov 05 18:10:39 2023	1699197039	1	336	337	335
Sun Nov 05 18:10:39 2023	1699197039	0	337	337	335
Sun Nov 05 18:10:39 2023	1699197039	0	337	337	336
Sun Nov 05 18:10:39 2023	1699197039	1	337	338	337
Sun Nov 05 18:10:39 2023	1699197039	0	339	339	338
Sun Nov 05 18:10:39 2023	1699197039	1	338	339	337
Sun Nov 05 18:10:38 2023	1699197038	0	339	339	339
Sun Nov 05 18:10:39 2023	1699197039	0	340	340	339
Sun Nov 05 18:10:39 2023	1699197039	1	339	340	338
Sun Nov 05 18:10:39 2023	1699197039	0	342	342	342
Sun Nov 05 18:10:39 2023	1699197039	0	342	342	342
Sun Nov 05 18:10:39 2023	1699197039	0	343	343	343
Sun Nov 05 18:10:39 2023	1699197039	0	346	346	345
Sun Nov 05 18:10:39 2023	1699197039	1	345	346	344
Sun Nov 05 18:10:39 2023	1699197039	0	346	346	344
Sun Nov 05 18:10:39 2023	1699197039	0	346	346	344
Sun Nov 05 18:10:39 2023	1699197039	1	346	347	344
Sun Nov 05 18:10:39 2023	1699197039	0	347	347	346
Sun Nov 05 18:10:39 2023	1699197039	0	348	348	345
Sun Nov 05 18:10:39 2023	1699197039	0	351	351	350
Sun Nov 05 18:10:39 2023	1699197039	0	352	352	352
Sun Nov 05 18:10:39 2023	1699197039	0	352	352	351
Sun Nov 05 18:10:39 2023	1699197039	0	353	353	352
Sun Nov 05 18:10:39 2023	1699197039	0	353	353	352
Sun Nov 05 18:10:40 2023	1699197040	0	353	353	352
Sun Nov 05 18:10:39 2023	1699197039	0	353	353	352
Sun Nov 05 18:10:39 2023	1699197039	0	353	353	353
Sun Nov 05 18:10:39 2023	1699197039	0	354	354	353
Sun Nov 05 18:10:39 2023	1699197039	1	353	354	352
Sun Nov 05 18:10:39 2023	1699197039	1	354	355	354
Sun Nov 05 18:10:39 2023	1699197039	1	355	356	355
Sun Nov 05 18:10:39 2023	1699197039	0	357	357	357
Sun Nov 05 18:10:39 2023	1699197039	0	358	358	357
Sun Nov 05 18:10:39 2023	1699197039	1	358	359	358
Sun Nov 05 18:10:39 2023	1699197039	0	360	360	359
Sun Nov 05 18:10:39 2023	1699197039	0	360	360	359
Sun Nov 05 18:10:39 2023	1699197039	1	361	362	360
Sun Nov 05 18:10:39 2023	1699197039	0	362	362	362
Sun Nov 05 18:10:39 2023	1699197039	1	362	362	362
Sun Nov 05 18:10:39 2023	1699197039	0	363	363	362
Sun Nov 05 18:10:39 2023	1699197039	0	363	363	363
Sun Nov 05 18:10:39 2023	1699197039	1	363	364	363
Sun Nov 05 18:10:39 2023	1699197039	0	366	366	365
Sun Nov 05 18:10:39 2023	1699197039	0	366	366	365
Sun Nov 05 18:10:39 2023	1699197039	1	366	366	366
Sun Nov 05 18:10:39 2023	1699197039	0	367	367	366
Sun Nov 05 18:10:39 2023	1699197039	0	367	367	366
Sun Nov 05 18:10:39 2023	1699197039	0	367	368	366
Sun Nov 05 18:10:39 2023	1699197039	0	368	368	367
Sun Nov 05 18:10:39 2023	1699197039	0	368	368	367
Sun Nov 05 18:10:39 2023	1699197039	0	368	368	367
Sun Nov 05 18:10:39 2023	1699197039	1	368	369	368
Sun Nov 05 18:10:39 2023	1699197039	0	370	370	370
Sun Nov 05 18:10:39 2023	1699197039	0	370	370	370
Sun Nov 05 18:10:39 2023	1699197039	0	372	372	372
Sun Nov 05 18:10:39 2023	1699197039	0	373	373	372
Sun Nov 05 18:10:39 2023	1699197039	0	373	373	373
Sun Nov 05 18:10:39 2023	1699197039	1	373	374	373
Sun Nov 05 18:10:39 2023	1699197039	0	374	374	373
Sun Nov 05 18:10:39 2023	1699197039	1	374	375	373
Sun Nov 05 18:10:39 2023	1699197039	0	375	375	374
Sun Nov 05 18:10:39 2023	1699197039	1	375	376	374
Sun Nov 05 18:10:39 2023	1699197039	0	376	376	375
Sun Nov 05 18:10:39 2023	1699197039	1	376	377	375
Sun Nov 05 18:10:39 2023	1699197039	0	377	377	376
Sun Nov 05 18:10:39 2023	1699197039	0	377	377	377
Sun Nov 05 18:10:39 2023	1699197039	1	377	378	376
Sun Nov 05 18:10:39 2023	1699197039	0	379	379	379
Sun Nov 05 18:10:39 2023	1699197039	0	379	379	378
Sun Nov 05 18:10:40 2023	1699197040	0	381	381	381
Sun Nov 05 18:10:39 2023	1699197039	1	382	383	382
Sun Nov 05 18:10:39 2023	1699197039	0	383	383	382
Sun Nov 05 18:10:39 2023	1699197039	1	382	383	380
Sun Nov 05 18:10:39 2023	1699197039	1	383	384	382
Sun Nov 05 18:10:39 2023	1699197039	0	385	385	385
Sun Nov 05 18:10:39 2023	1699197039	1	387	387	387
Sun Nov 05 18:10:39 2023	1699197039	0	388	388	388
Sun Nov 05 18:10:39 2023	1699197039	1	388	389	387
Sun Nov 05 18:10:39 2023	1699197039	0	391	391	390
Sun Nov 05 18:10:41 2023	1699197041	0	392	392	391
Sun Nov 05 18:10:39 2023	1699197039	0	393	393	392
Sun Nov 05 18:10:40 2023	1699197040	0	395	395	394
Sun Nov 05 18:10:39 2023	1699197039	1	395	395	395
Sun Nov 05 18:10:39 2023	1699197039	0	397	397	396
Sun Nov 05 18:10:39 2023	1699197039	1	397	397	396
Sun Nov 05 18:10:39 2023	1699197039	0	399	399	399
Sun Nov 05 18:10:39 2023	1699197039	0	399	399	398
Sun Nov 05 18:10:40 2023	1699197040	1	398	399	396
Sun Nov 05 18:10:39 2023	1699197039	0	399	399	399
Sun Nov 05 18:10:39 2023	1699197039	0	400	400	400
Sun Nov 05 18:10:39 2023	1699197039	0	401	401	401
Sun Nov 05 18:10:39 2023	1699197039	0	401	401	401
Sun Nov 05 18:10:39 2023	1699197039	0	401	401	400
Sun Nov 05 18:10:39 2023	1699197039	0	401	401	400
Sun Nov 05 18:10:39 2023	1699197039	0	402	402	401
Sun Nov 05 18:10:39 2023	1699197039	0	402	402	401
Sun Nov 05 18:10:39 2023	1699197039	1	402	403	402
Sun Nov 05 18:10:39 2023	1699197039	0	403	403	403
Sun Nov 05 18:10:39 2023	1699197039	0	405	405	405
Sun Nov 05 18:10:40 2023	1699197040	0	406	406	405
Sun Nov 05 18:10:39 2023	1699197039	0	406	406	405
Sun Nov 05 18:10:39 2023	1699197039	0	406	406	405
Sun Nov 05 18:10:39 2023	1699197039	0	406	406	406
Sun Nov 05 18:10:39 2023	1699197039	0	406	406	406
Sun Nov 05 18:10:39 2023	1699197039	0	407	407	405
Sun Nov 05 18:10:39 2023	1699197039	0	408	408	406
Sun Nov 05 18:10:39 2023	1699197039	0	408	408	407
Sun Nov 05 18:10:39 2023	1699197039	0	409	409	409
Sun Nov 05 18:10:39 2023	1699197039	1	408	409	408
Sun Nov 05 18:10:39 2023	1699197039	0	409	409	408
Sun Nov 05 18:10:39 2023	1699197039	0	410	410	410
Sun Nov 05 18:10:39 2023	1699197039	0	411	411	410
Sun Nov 05 18:10:39 2023	1699197039	0	411	411	411
Sun Nov 05 18:10:40 2023	1699197040	0	411	411	410
Sun Nov 05 18:10:39 2023	1699197039	0	411	411	410
Sun Nov 05 18:10:39 2023	1699197039	0	412	412	412
Sun Nov 05 18:10:39 2023	1699197039	0	412	412	411
Sun Nov 05 18:10:39 2023	1699197039	0	413	413	412
Sun Nov 05 18:10:39 2023	1699197039	0	413	413	412
Sun Nov 05 18:10:39 2023	1699197039	1	413	414	413
Sun Nov 05 18:10:39 2023	1699197039	0	414	414	414
Sun Nov 05 18:10:39 2023	1699197039	0	415	415	415
Sun Nov 05 18:10:39 2023	1699197039	0	415	415	414
Sun Nov 05 18:10:39 2023	1699197039	0	415	415	415
Sun Nov 05 18:10:39 2023	1699197039	0	415	415	415
Sun Nov 05 18:10:39 2023	1699197039	0	416	416	414
Sun Nov 05 18:10:39 2023	1699197039	0	417	417	417
Sun Nov 05 18:10:39 2023	1699197039	1	417	418	417
Sun Nov 05 18:10:39 2023	1699197039	1	418	419	418
Sun Nov 05 18:10:39 2023	1699197039	1	421	422	421
Sun Nov 05 18:10:39 2023	1699197039	0	422	422	422
Sun Nov 05 18:10:40 2023	1699197040	0	424	424	423
Sun Nov 05 18:10:39 2023	1699197039	0	424	424	423
Sun Nov 05 18:10:38 2023	1699197038	0	425	425	425
Sun Nov 05 18:10:39 2023	1699197039	0	426	426	425
Sun Nov 05 18:10:40 2023	1699197040	0	428	428	427
Sun Nov 05 18:10:40 2023	1699197040	1	428	429	428
Sun Nov 05 18:10:40 2023	1699197040	0	431	431	430
Sun Nov 05 18:10:39 2023	1699197039	0	431	431	431
Sun Nov 05 18:10:39 2023	1699197039	0	432	432	431
Sun Nov 05 18:10:39 2023	1699197039	0	432	432	432
Sun Nov 05 18:10:40 2023	1699197040	0	432	432	431
Sun Nov 05 18:10:39 2023	1699197039	0	434	434	434
Sun Nov 05 18:10:39 2023	1699197039	1	433	434	433
Sun Nov 05 18:10:39 2023	1699197039	0	434	434	434
Sun Nov 05 18:10:39 2023	1699197039	0	435	435	435
Sun Nov 05 18:10:39 2023	1699197039	0	435	435	434
Sun Nov 05 18:10:39 2023	1699197039	0	435	435	435
Sun Nov 05 18:10:39 2023	1699197039	0	435	435	434
Sun Nov 05 18:10:40 2023	1699197040	0	436	436	434
Sun Nov 05 18:10:39 2023	1699197039	0	437	437	436
Sun Nov 05 18:10:40 2023	1699197040	0	438	438	438
Sun Nov 05 18:10:39 2023	1699197039	1	438	438	438
Sun Nov 05 18:10:39 2023	1699197039	0	439	439	439
Sun Nov 05 18:10:40 2023	1699197040	0	439	439	437
Sun Nov 05 18:10:38 2023	1699197038	0	439	439	439
Sun Nov 05 18:10:39 2023	1699197039	0	440	440	440
Sun Nov 05 18:10:39 2023	1699197039	0	440	440	439
Sun Nov 05 18:10:38 2023	1699197038	0	440	440	439
Sun Nov 05 18:10:39 2023	1699197039	0	441	441	441
Sun Nov 05 18:10:40 2023	1699197040	0	441	441	439
Sun Nov 05 18:10:39 2023	1699197039	1	441	442	441
Sun Nov 05 18:10:38 2023	1699197038	0	442	442	441
Sun Nov 05 18:10:38 2023	1699197038	0	442	442	442
Sun Nov 05 18:10:40 2023	1699197040	0	442	442	431
Sun Nov 05 18:10:39 2023	1699197039	0	443	444	443
Sun Nov 05 18:10:40 2023	1699197040	0	452	452	452
Sun Nov 05 18:10:38 2023	1699197038	0	452	452	451
Sun Nov 05 18:10:38 2023	1699197038	0	453	453	452
Sun Nov 05 18:10:39 2023	1699197039	0	453	453	453
Sun Nov 05 18:10:39 2023	1699197039	0	462	462	462
Sun Nov 05 18:10:40 2023	1699197040	0	463	463	462
Sun Nov 05 18:10:40 2023	1699197040	0	464	464	463
Sun Nov 05 18:10:39 2023	1699197039	0	465	465	464
Sun Nov 05 18:10:41 2023	1699197041	0	466	466	465
Sun Nov 05 18:10:40 2023	1699197040	1	465	466	462
Sun Nov 05 18:10:39 2023	1699197039	1	466	467	465
Sun Nov 05 18:10:38 2023	1699197038	1	467	468	465
Sun Nov 05 18:10:39 2023	1699197039	1	467	468	465
Sun Nov 05 18:10:39 2023	1699197039	0	469	469	468
Sun Nov 05 18:10:39 2023	1699197039	0	469	469	469
Sun Nov 05 18:10:39 2023	1699197039	0	470	470	469
Sun Nov 05 18:10:39 2023	1699197039	0	471	471	471
Sun Nov 05 18:10:38 2023	1699197038	0	474	474	473
Sun Nov 05 18:10:39 2023	1699197039	0	476	476	476
Sun Nov 05 18:10:38 2023	1699197038	0	476	476	476
Sun Nov 05 18:10:38 2023	1699197038	0	476	476	476
Sun Nov 05 18:10:38 2023	1699197038	0	479	479	478
Sun Nov 05 18:10:38 2023	1699197038	0	480	480	480
Sun Nov 05 18:10:38 2023	1699197038	0	481	481	480
Sun Nov 05 18:10:38 2023	1699197038	0	482	482	482
Sun Nov 05 18:10:38 2023	1699197038	0	483	483	483
Sun Nov 05 18:10:38 2023	1699197038	1	486	487	486
Sun Nov 05 18:10:38 2023	1699197038	0	488	488	487
Sun Nov 05 18:10:40 2023	1699197040	1	489	490	487
Sun Nov 05 18:10:40 2023	1699197040	0	490	490	489
Sun Nov 05 18:10:38 2023	1699197038	0	494	494	494
Sun Nov 05 18:10:41 2023	1699197041	0	505	505	504
Sun Nov 05 18:10:40 2023	1699197040	0	512	512	510
Sun Nov 05 18:10:41 2023	1699197041	0	515	515	515
Sun Nov 05 18:10:38 2023	1699197038	0	519	519	519
Sun Nov 05 18:10:38 2023	1699197038	0	528	528	526
Sun Nov 05 18:10:41 2023	1699197041	1	528	529	528
Sun Nov 05 18:10:38 2023	1699197038	0	530	530	530
Sun Nov 05 18:10:38 2023	1699197038	0	531	531	530
Sun Nov 05 18:10:38 2023	1699197038	0	531	531	531
Sun Nov 05 18:10:38 2023	1699197038	1	531	532	530
Sun Nov 05 18:10:41 2023	1699197041	1	538	539	537
Sun Nov 05 18:10:38 2023	1699197038	0	540	540	540
Sun Nov 05 18:10:41 2023	1699197041	1	546	547	546
Sun Nov 05 18:10:41 2023	1699197041	0	550	550	550
Sun Nov 05 18:10:41 2023	1699197041	0	553	553	549
Sun Nov 05 18:10:39 2023	1699197039	0	554	554	552
Sun Nov 05 18:10:38 2023	1699197038	0	557	557	556
Sun Nov 05 18:10:41 2023	1699197041	0	558	558	557
Sun Nov 05 18:10:41 2023	1699197041	0	560	560	559
Sun Nov 05 18:10:41 2023	1699197041	0	561	561	561
Sun Nov 05 18:10:38 2023	1699197038	1	560	561	558
Sun Nov 05 18:10:41 2023	1699197041	1	562	563	562
Sun Nov 05 18:10:41 2023	1699197041	0	564	564	564
Sun Nov 05 18:10:41 2023	1699197041	0	572	572	571
Sun Nov 05 18:10:41 2023	1699197041	0	576	576	575
Sun Nov 05 18:10:41 2023	1699197041	0	579	579	578
Sun Nov 05 18:10:41 2023	1699197041	0	584	584	584
Sun Nov 05 18:10:41 2023	1699197041	0	585	585	583
Sun Nov 05 18:10:41 2023	1699197041	0	593	593	592
Sun Nov 05 18:10:39 2023	1699197039	0	597	597	596
Sun Nov 05 18:10:41 2023	1699197041	1	609	610	608
Sun Nov 05 18:10:40 2023	1699197040	0	611	611	611
Sun Nov 05 18:10:38 2023	1699197038	0	614	614	614
Sun Nov 05 18:10:40 2023	1699197040	1	615	616	614
Sun Nov 05 18:10:41 2023	1699197041	0	621	621	620
Sun Nov 05 18:10:41 2023	1699197041	0	623	623	621
Sun Nov 05 18:10:40 2023	1699197040	0	626	626	626
Sun Nov 05 18:10:41 2023	1699197041	0	631	631	631
Sun Nov 05 18:10:41 2023	1699197041	1	634	635	633
Sun Nov 05 18:10:41 2023	1699197041	0	640	640	639
Sun Nov 05 18:10:40 2023	1699197040	0	646	646	644
Sun Nov 05 18:10:39 2023	1699197039	0	657	657	656
Sun Nov 05 18:10:39 2023	1699197039	0	661	661	660
Sun Nov 05 18:10:41 2023	1699197041	0	670	670	669
Sun Nov 05 18:10:40 2023	1699197040	0	692	692	690
Sun Nov 05 18:10:40 2023	1699197040	0	699	699	699
Sun Nov 05 18:10:40 2023	1699197040	0	705	705	705
Sun Nov 05 18:10:40 2023	1699197040	0	710	710	709
Sun Nov 05 18:10:40 2023	1699197040	1	715	716	715
Sun Nov 05 18:10:41 2023	1699197041	0	719	719	719
Sun Nov 05 18:10:41 2023	1699197041	0	721	721	720
Sun Nov 05 18:10:41 2023	1699197041	0	722	722	722
Sun Nov 05 18:10:40 2023	1699197040	0	723	723	723
Sun Nov 05 18:10:40 2023	1699197040	0	726	726	726
Sun Nov 05 18:10:40 2023	1699197040	0	738	738	738
Sun Nov 05 18:10:40 2023	1699197040	0	751	751	750
Sun Nov 05 18:10:40 2023	1699197040	0	760	760	760
Sun Nov 05 18:10:40 2023	1699197040	1	772	773	772
Sun Nov 05 18:10:40 2023	1699197040	0	774	774	773
Sun Nov 05 18:10:40 2023	1699197040	0	781	781	779
Sun Nov 05 18:10:40 2023	1699197040	1	783	784	782
Sun Nov 05 18:10:40 2023	1699197040	0	790	790	789
Sun Nov 05 18:10:40 2023	1699197040	0	793	793	790
Sun Nov 05 18:10:40 2023	1699197040	0	802	802	802
Sun Nov 05 18:10:40 2023	1699197040	1	810	811	809
Sun Nov 05 18:10:40 2023	1699197040	1	815	816	815
Sun Nov 05 18:10:40 2023	1699197040	1	817	818	816
Sun Nov 05 18:10:40 2023	1699197040	0	827	827	827
Sun Nov 05 18:10:40 2023	1699197040	0	834	834	834
Sun Nov 05 18:10:40 2023	1699197040	0	841	841	841
Sun Nov 05 18:10:40 2023	1699197040	0	845	845	845
Sun Nov 05 18:10:40 2023	1699197040	0	849	849	849
Sun Nov 05 18:10:40 2023	1699197040	0	866	866	865
Sun Nov 05 18:10:40 2023	1699197040	0	871	871	870
Sun Nov 05 18:10:40 2023	1699197040	0	883	883	882
Sun Nov 05 18:10:40 2023	1699197040	0	885	885	885
Sun Nov 05 18:10:40 2023	1699197040	0	892	892	892
Sun Nov 05 18:10:40 2023	1699197040	0	900	900	899
Sun Nov 05 18:10:40 2023	1699197040	0	902	902	902
Sun Nov 05 18:10:40 2023	1699197040	0	914	914	913
Sun Nov 05 18:10:40 2023	1699197040	1	918	919	917
Sun Nov 05 18:10:40 2023	1699197040	0	925	925	923
Sun Nov 05 18:10:40 2023	1699197040	0	928	928	928
Sun Nov 05 18:10:40 2023	1699197040	0	931	931	931
Sun Nov 05 18:10:40 2023	1699197040	1	932	933	932
Sun Nov 05 18:10:39 2023	1699197039	1	937	938	935
Sun Nov 05 18:10:39 2023	1699197039	0	940	940	940
Sun Nov 05 18:10:39 2023	1699197039	0	941	941	941
Sun Nov 05 18:10:40 2023	1699197040	0	959	959	958
Sun Nov 05 18:10:40 2023	1699197040	0	963	963	963
Sun Nov 05 18:10:40 2023	1699197040	0	964	964	963
Sun Nov 05 18:10:40 2023	1699197040	0	966	966	965
Sun Nov 05 18:10:40 2023	1699197040	0	968	968	967
Sun Nov 05 18:10:40 2023	1699197040	0	978	978	978
Sun Nov 05 18:10:40 2023	1699197040	0	987	987	984
Sun Nov 05 18:10:40 2023	1699197040	0	988	988	987
Sun Nov 05 18:10:40 2023	1699197040	0	990	990	990
Sun Nov 05 18:10:40 2023	1699197040	0	992	992	991
Sun Nov 05 18:10:40 2023	1699197040	0	996	996	995
Sun Nov 05 18:10:40 2023	1699197040	0	1002	1002	1002
