starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 05 17:46:30 2023	1699195590	0	290	290	290
Sun Nov 05 17:46:29 2023	1699195589	0	290	290	290
Sun Nov 05 17:46:29 2023	1699195589	0	290	290	290
Sun Nov 05 17:46:28 2023	1699195588	0	290	290	290
Sun Nov 05 17:46:28 2023	1699195588	0	290	290	290
Sun Nov 05 17:46:28 2023	1699195588	0	290	290	290
Sun Nov 05 17:46:28 2023	1699195588	0	290	290	290
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:30 2023	1699195590	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:29 2023	1699195589	0	291	291	291
Sun Nov 05 17:46:29 2023	1699195589	0	291	291	291
Sun Nov 05 17:46:29 2023	1699195589	0	291	291	291
Sun Nov 05 17:46:29 2023	1699195589	0	291	291	291
Sun Nov 05 17:46:29 2023	1699195589	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	291	291	291
Sun Nov 05 17:46:30 2023	1699195590	0	291	291	291
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	292	292	291
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:30 2023	1699195590	0	292	292	292
Sun Nov 05 17:46:29 2023	1699195589	0	292	292	292
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:30 2023	1699195590	0	293	293	293
Sun Nov 05 17:46:27 2023	1699195587	0	293	293	293
Sun Nov 05 17:46:27 2023	1699195587	0	293	293	293
Sun Nov 05 17:46:30 2023	1699195590	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	293	293	293
Sun Nov 05 17:46:29 2023	1699195589	0	293	293	293
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	294
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	294
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	294
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	294
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	293
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:30 2023	1699195590	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:29 2023	1699195589	0	294	294	294
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:29 2023	1699195589	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:30 2023	1699195590	0	295	295	295
Sun Nov 05 17:46:28 2023	1699195588	0	295	295	295
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	295
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	296	296	296
Sun Nov 05 17:46:28 2023	1699195588	0	296	296	296
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	296
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:28 2023	1699195588	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:29 2023	1699195589	0	297	297	297
Sun Nov 05 17:46:30 2023	1699195590	0	297	297	297
Sun Nov 05 17:46:30 2023	1699195590	0	297	297	297
Sun Nov 05 17:46:30 2023	1699195590	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:27 2023	1699195587	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:30 2023	1699195590	0	298	298	298
Sun Nov 05 17:46:30 2023	1699195590	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:28 2023	1699195588	0	298	298	298
Sun Nov 05 17:46:30 2023	1699195590	0	298	298	298
Sun Nov 05 17:46:27 2023	1699195587	0	298	298	298
Sun Nov 05 17:46:29 2023	1699195589	0	299	299	299
Sun Nov 05 17:46:29 2023	1699195589	0	299	299	299
Sun Nov 05 17:46:29 2023	1699195589	0	299	299	299
Sun Nov 05 17:46:29 2023	1699195589	0	299	299	299
Sun Nov 05 17:46:29 2023	1699195589	0	299	299	299
Sun Nov 05 17:46:29 2023	1699195589	0	299	299	299
Sun Nov 05 17:46:28 2023	1699195588	0	299	299	299
Sun Nov 05 17:46:28 2023	1699195588	0	299	299	299
Sun Nov 05 17:46:28 2023	1699195588	0	299	299	299
Sun Nov 05 17:46:28 2023	1699195588	0	299	299	299
Sun Nov 05 17:46:27 2023	1699195587	1	299	300	299
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:30 2023	1699195590	0	300	300	300
Sun Nov 05 17:46:28 2023	1699195588	0	300	300	300
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:29 2023	1699195589	0	300	300	300
Sun Nov 05 17:46:27 2023	1699195587	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:28 2023	1699195588	0	301	301	301
Sun Nov 05 17:46:28 2023	1699195588	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:27 2023	1699195587	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:28 2023	1699195588	0	301	301	301
Sun Nov 05 17:46:28 2023	1699195588	0	301	301	301
Sun Nov 05 17:46:28 2023	1699195588	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:29 2023	1699195589	0	301	301	301
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:27 2023	1699195587	0	302	302	302
Sun Nov 05 17:46:27 2023	1699195587	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:30 2023	1699195590	0	302	302	302
Sun Nov 05 17:46:30 2023	1699195590	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:27 2023	1699195587	1	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:29 2023	1699195589	0	302	302	302
Sun Nov 05 17:46:28 2023	1699195588	0	302	302	302
Sun Nov 05 17:46:30 2023	1699195590	0	302	302	302
Sun Nov 05 17:46:30 2023	1699195590	0	303	303	303
Sun Nov 05 17:46:28 2023	1699195588	0	303	303	303
Sun Nov 05 17:46:28 2023	1699195588	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:27 2023	1699195587	0	303	303	303
Sun Nov 05 17:46:27 2023	1699195587	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:28 2023	1699195588	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	302
Sun Nov 05 17:46:30 2023	1699195590	0	303	303	303
Sun Nov 05 17:46:30 2023	1699195590	0	303	303	303
Sun Nov 05 17:46:30 2023	1699195590	0	303	303	303
Sun Nov 05 17:46:28 2023	1699195588	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	303	303	303
Sun Nov 05 17:46:29 2023	1699195589	0	304	304	304
Sun Nov 05 17:46:29 2023	1699195589	0	304	304	304
Sun Nov 05 17:46:28 2023	1699195588	0	304	304	304
Sun Nov 05 17:46:29 2023	1699195589	0	304	304	303
Sun Nov 05 17:46:29 2023	1699195589	0	304	304	304
Sun Nov 05 17:46:29 2023	1699195589	0	304	304	304
Sun Nov 05 17:46:28 2023	1699195588	0	304	304	304
Sun Nov 05 17:46:27 2023	1699195587	0	304	304	304
Sun Nov 05 17:46:30 2023	1699195590	0	304	304	304
Sun Nov 05 17:46:29 2023	1699195589	0	304	304	304
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:30 2023	1699195590	0	305	305	305
Sun Nov 05 17:46:28 2023	1699195588	0	305	305	305
Sun Nov 05 17:46:28 2023	1699195588	0	305	305	305
Sun Nov 05 17:46:28 2023	1699195588	0	305	305	305
Sun Nov 05 17:46:28 2023	1699195588	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:29 2023	1699195589	0	305	305	305
Sun Nov 05 17:46:28 2023	1699195588	0	306	306	306
Sun Nov 05 17:46:28 2023	1699195588	0	306	306	306
Sun Nov 05 17:46:29 2023	1699195589	0	306	306	306
Sun Nov 05 17:46:30 2023	1699195590	0	306	306	306
Sun Nov 05 17:46:30 2023	1699195590	0	306	306	306
Sun Nov 05 17:46:30 2023	1699195590	0	306	306	306
Sun Nov 05 17:46:29 2023	1699195589	0	306	306	306
Sun Nov 05 17:46:29 2023	1699195589	0	306	306	306
Sun Nov 05 17:46:29 2023	1699195589	0	306	306	306
Sun Nov 05 17:46:30 2023	1699195590	0	307	307	307
Sun Nov 05 17:46:28 2023	1699195588	0	307	307	307
Sun Nov 05 17:46:29 2023	1699195589	0	307	307	307
Sun Nov 05 17:46:29 2023	1699195589	0	307	307	307
Sun Nov 05 17:46:29 2023	1699195589	0	307	307	307
Sun Nov 05 17:46:29 2023	1699195589	0	307	307	307
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:29 2023	1699195589	0	308	308	308
Sun Nov 05 17:46:28 2023	1699195588	0	309	309	309
Sun Nov 05 17:46:29 2023	1699195589	0	309	309	309
Sun Nov 05 17:46:29 2023	1699195589	0	309	309	309
Sun Nov 05 17:46:29 2023	1699195589	0	309	309	309
Sun Nov 05 17:46:29 2023	1699195589	0	309	309	309
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	310	310	310
Sun Nov 05 17:46:29 2023	1699195589	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:30 2023	1699195590	0	311	311	311
Sun Nov 05 17:46:29 2023	1699195589	0	312	312	312
Sun Nov 05 17:46:29 2023	1699195589	0	312	312	312
Sun Nov 05 17:46:29 2023	1699195589	0	312	312	312
Sun Nov 05 17:46:29 2023	1699195589	0	312	312	312
Sun Nov 05 17:46:29 2023	1699195589	0	313	313	313
Sun Nov 05 17:46:29 2023	1699195589	0	313	313	313
Sun Nov 05 17:46:29 2023	1699195589	0	313	313	313
Sun Nov 05 17:46:29 2023	1699195589	0	314	314	314
Sun Nov 05 17:46:28 2023	1699195588	0	315	315	315
Sun Nov 05 17:46:29 2023	1699195589	0	315	315	315
Sun Nov 05 17:46:29 2023	1699195589	0	315	315	315
Sun Nov 05 17:46:29 2023	1699195589	0	315	315	315
Sun Nov 05 17:46:29 2023	1699195589	0	316	316	316
Sun Nov 05 17:46:28 2023	1699195588	0	317	317	317
Sun Nov 05 17:46:29 2023	1699195589	0	318	318	318
Sun Nov 05 17:46:29 2023	1699195589	0	319	319	319
Sun Nov 05 17:46:29 2023	1699195589	0	320	320	320
Sun Nov 05 17:46:29 2023	1699195589	0	321	321	321
Sun Nov 05 17:46:29 2023	1699195589	0	321	321	321
Sun Nov 05 17:46:27 2023	1699195587	0	322	322	322
Sun Nov 05 17:46:27 2023	1699195587	0	322	322	322
Sun Nov 05 17:46:27 2023	1699195587	0	323	323	322
Sun Nov 05 17:46:27 2023	1699195587	0	323	323	323
Sun Nov 05 17:46:27 2023	1699195587	0	323	323	323
Sun Nov 05 17:46:27 2023	1699195587	0	323	323	323
Sun Nov 05 17:46:27 2023	1699195587	0	323	323	323
Sun Nov 05 17:46:27 2023	1699195587	0	324	324	324
Sun Nov 05 17:46:28 2023	1699195588	0	325	325	324
Sun Nov 05 17:46:28 2023	1699195588	0	328	328	328
Sun Nov 05 17:46:28 2023	1699195588	0	331	331	331
Sun Nov 05 17:46:27 2023	1699195587	0	334	334	334
Sun Nov 05 17:46:28 2023	1699195588	0	335	335	335
Sun Nov 05 17:46:29 2023	1699195589	0	338	338	338
Sun Nov 05 17:46:29 2023	1699195589	0	338	338	338
Sun Nov 05 17:46:27 2023	1699195587	0	344	344	344
Sun Nov 05 17:46:28 2023	1699195588	0	346	346	346
Sun Nov 05 17:46:28 2023	1699195588	0	346	346	346
Sun Nov 05 17:46:28 2023	1699195588	0	348	348	347
Sun Nov 05 17:46:28 2023	1699195588	0	348	348	348
Sun Nov 05 17:46:28 2023	1699195588	0	348	348	348
Sun Nov 05 17:46:28 2023	1699195588	0	348	348	348
Sun Nov 05 17:46:28 2023	1699195588	0	350	350	350
Sun Nov 05 17:46:28 2023	1699195588	0	350	350	350
Sun Nov 05 17:46:28 2023	1699195588	0	350	350	350
Sun Nov 05 17:46:28 2023	1699195588	0	360	360	360
Sun Nov 05 17:46:28 2023	1699195588	0	361	361	361
Sun Nov 05 17:46:28 2023	1699195588	0	361	361	361
Sun Nov 05 17:46:28 2023	1699195588	0	363	363	363
Sun Nov 05 17:46:28 2023	1699195588	0	363	363	363
Sun Nov 05 17:46:28 2023	1699195588	0	363	363	363
Sun Nov 05 17:46:27 2023	1699195587	0	365	365	364
Sun Nov 05 17:46:28 2023	1699195588	0	372	372	372
