starttime	seconds	ctime	dtime	ttime	wait
Sun Nov 05 18:12:46 2023	1699197166	0	65	65	65
Sun Nov 05 18:12:45 2023	1699197165	0	72	72	72
Sun Nov 05 18:12:46 2023	1699197166	0	74	74	74
Sun Nov 05 18:12:45 2023	1699197165	0	77	77	77
Sun Nov 05 18:12:45 2023	1699197165	0	77	77	77
Sun Nov 05 18:12:45 2023	1699197165	0	81	81	81
Sun Nov 05 18:12:45 2023	1699197165	0	81	81	81
Sun Nov 05 18:12:45 2023	1699197165	0	82	82	82
Sun Nov 05 18:12:45 2023	1699197165	0	87	87	87
Sun Nov 05 18:12:45 2023	1699197165	0	90	90	90
Sun Nov 05 18:12:45 2023	1699197165	0	91	91	91
Sun Nov 05 18:12:45 2023	1699197165	0	92	92	92
Sun Nov 05 18:12:45 2023	1699197165	0	105	105	105
Sun Nov 05 18:12:45 2023	1699197165	0	108	108	108
Sun Nov 05 18:12:45 2023	1699197165	0	110	110	110
Sun Nov 05 18:12:45 2023	1699197165	1	111	112	111
Sun Nov 05 18:12:45 2023	1699197165	0	113	113	113
Sun Nov 05 18:12:45 2023	1699197165	0	116	116	116
Sun Nov 05 18:12:45 2023	1699197165	0	118	118	118
Sun Nov 05 18:12:45 2023	1699197165	1	123	123	123
Sun Nov 05 18:12:45 2023	1699197165	0	124	124	124
Sun Nov 05 18:12:45 2023	1699197165	0	126	126	126
Sun Nov 05 18:12:45 2023	1699197165	0	131	131	131
Sun Nov 05 18:12:45 2023	1699197165	0	134	134	134
Sun Nov 05 18:12:45 2023	1699197165	0	136	136	135
Sun Nov 05 18:12:45 2023	1699197165	0	137	137	137
Sun Nov 05 18:12:45 2023	1699197165	0	139	139	139
Sun Nov 05 18:12:45 2023	1699197165	0	140	140	140
Sun Nov 05 18:12:45 2023	1699197165	0	156	156	156
Sun Nov 05 18:12:46 2023	1699197166	0	170	170	170
Sun Nov 05 18:12:45 2023	1699197165	0	171	171	171
Sun Nov 05 18:12:45 2023	1699197165	0	172	172	172
Sun Nov 05 18:12:45 2023	1699197165	0	173	173	173
Sun Nov 05 18:12:45 2023	1699197165	0	185	185	185
Sun Nov 05 18:12:45 2023	1699197165	0	190	190	190
Sun Nov 05 18:12:46 2023	1699197166	0	199	199	199
Sun Nov 05 18:12:46 2023	1699197166	0	201	201	201
Sun Nov 05 18:12:46 2023	1699197166	0	201	201	201
Sun Nov 05 18:12:46 2023	1699197166	0	203	203	203
Sun Nov 05 18:12:46 2023	1699197166	0	204	204	204
Sun Nov 05 18:12:46 2023	1699197166	0	206	206	206
Sun Nov 05 18:12:46 2023	1699197166	0	207	207	207
Sun Nov 05 18:12:46 2023	1699197166	0	208	208	208
Sun Nov 05 18:12:46 2023	1699197166	0	210	210	210
Sun Nov 05 18:12:46 2023	1699197166	0	210	210	210
Sun Nov 05 18:12:46 2023	1699197166	0	211	211	211
Sun Nov 05 18:12:46 2023	1699197166	0	213	213	213
Sun Nov 05 18:12:46 2023	1699197166	0	213	213	213
Sun Nov 05 18:12:46 2023	1699197166	0	213	213	213
Sun Nov 05 18:12:46 2023	1699197166	0	216	216	216
Sun Nov 05 18:12:46 2023	1699197166	0	219	219	219
Sun Nov 05 18:12:46 2023	1699197166	0	220	220	220
Sun Nov 05 18:12:46 2023	1699197166	0	222	222	222
